Rank,Player,Stat,Line,Pick,Confidence,Tier,Recommendation,Rank Score,Result,Actual value,FULL_ALL Pick,FULL_ALL Confidence,FULL_ALL Rank score,FULL_ALL Result,FULL_TIGHT Pick,FULL_TIGHT Confidence,FULL_TIGHT Rank score,FULL_TIGHT Result,REDUCED_ALL Pick,REDUCED_ALL Confidence,REDUCED_ALL Rank score,REDUCED_ALL Result,REDUCED_TIGHT Pick,REDUCED_TIGHT Confidence,REDUCED_TIGHT Rank score,REDUCED_TIGHT Result,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
76,Jalen Green,REB,4.5,UNDER,71.1%,B,STRONG BET,65.68,✅ HIT,3.0,UNDER,72.2%,66.74,✅ HIT,UNDER,70.7%,65.22,✅ HIT,UNDER,71.6%,66.12,✅ HIT,UNDER,70.1%,64.65,✅ HIT,-2.0,-0.79,-3.0,-0.5,-0.76,1.6,1.6,0.0081,100.0%
77,Jaime Jaquez Jr.,PTS,17.5,UNDER,70.8%,D,STRONG BET,65.57,✅ HIT,6.0,UNDER,70.0%,64.85,✅ HIT,UNDER,69.7%,64.53,✅ HIT,UNDER,71.8%,66.6,✅ HIT,UNDER,71.5%,66.29,✅ HIT,-0.4,-0.15,-3.29,-0.9,-1.45,1.0,0.4,0.0089,100.0%
78,Bam Adebayo,REB,10.5,UNDER,66.2%,B,STRONG BET,65.3,✅ HIT,8.0,UNDER,67.6%,66.68,✅ HIT,UNDER,66.1%,65.23,✅ HIT,UNDER,66.3%,65.33,✅ HIT,UNDER,64.9%,63.98,✅ HIT,-0.43,-0.81,-0.39,-1.3,0.61,1.4,1.6,0.0096,100.0%
79,Jalen Green,TOV,2.5,UNDER,63.7%,A,BET WITH CAUTION,65.27,❌ MISS,5.0,UNDER,70.2%,71.72,❌ MISS,UNDER,69.8%,71.35,❌ MISS,UNDER,57.5%,59.0,❌ MISS,UNDER,57.5%,59.02,❌ MISS,-0.19,0.34,0.75,0.7,-1.08,1.0,0.8,0.0626,100.0%
80,Jaylen Wells,PR,20.5,UNDER,73.0%,D,STRONG BET,65.2,❌ MISS,25.0,UNDER,74.7%,66.89,❌ MISS,UNDER,74.0%,66.22,❌ MISS,UNDER,71.7%,63.9,❌ MISS,UNDER,71.6%,63.78,❌ MISS,-0.73,-0.33,-3.35,-2.1,-2.46,1.2,1.2,0.0138,100.0%
81,Jaime Jaquez Jr.,REB,5.5,UNDER,66.9%,B,STRONG BET,65.05,✅ HIT,4.0,UNDER,66.2%,64.39,✅ HIT,UNDER,64.8%,62.97,✅ HIT,UNDER,69.0%,67.14,✅ HIT,UNDER,67.5%,65.71,✅ HIT,-0.13,-0.17,-2.71,-0.3,0.08,1.4,0.8,0.0154,100.0%
82,Jaylen Wells,PRA,22.5,UNDER,71.9%,D,STRONG BET,65.0,❌ MISS,27.0,UNDER,72.2%,65.33,❌ MISS,UNDER,71.6%,64.74,❌ MISS,UNDER,72.0%,65.12,❌ MISS,UNDER,71.7%,64.81,❌ MISS,-0.72,-0.46,-2.19,-3.1,-1.8,1.4,1.2,0.0024,100.0%
83,Giannis Antetokounmpo,AST,4.5,OVER,66.0%,C,STRONG BET,64.98,❌ MISS,3.0,OVER,67.8%,66.8,❌ MISS,OVER,65.8%,64.8,❌ MISS,OVER,66.2%,65.16,❌ MISS,OVER,64.2%,63.19,❌ MISS,-0.41,-0.13,-0.77,-0.3,-0.64,1.2,0.8,0.0128,100.0%
84,Tim Hardaway Jr.,3PA,5.5,OVER,66.5%,B,STRONG BET,64.96,❌ MISS,3.0,OVER,67.6%,66.1,❌ MISS,OVER,65.7%,64.2,❌ MISS,OVER,67.1%,65.6,❌ MISS,OVER,65.5%,63.93,❌ MISS,-0.48,-0.53,-0.37,-1.5,0.14,1.2,1.2,0.0091,100.0%
85,Tyler Herro,FGA,17.5,UNDER,65.4%,D,DO NOT BET,64.96,NO GAME,,UNDER,66.7%,66.25,NO GAME,UNDER,64.5%,64.09,NO GAME,UNDER,66.0%,65.55,NO GAME,UNDER,64.4%,63.97,NO GAME,-0.51,-0.66,0.44,-1.7,0.4,1.6,1.6,0.0097,100.0%
86,Ivica Zubac,PRA,17.5,OVER,77.4%,D,STRONG BET,64.93,❌ MISS,16.0,OVER,77.2%,64.7,❌ MISS,OVER,76.7%,64.28,❌ MISS,OVER,77.8%,65.29,❌ MISS,OVER,77.9%,65.45,❌ MISS,-1.7,-0.99,-1.64,-5.9,-4.23,2.0,2.0,0.0047,100.0%
87,Devin Booker,PTS,27.5,UNDER,67.2%,D,STRONG BET,64.88,❌ MISS,43.0,UNDER,68.2%,65.9,❌ MISS,UNDER,67.9%,65.64,❌ MISS,UNDER,66.4%,64.05,❌ MISS,UNDER,66.2%,63.94,❌ MISS,-0.5,-0.17,-0.45,-0.9,-1.68,1.4,1.2,0.0089,100.0%
88,Quentin Grimes,TOV,2.5,UNDER,65.6%,A,BET,64.82,❌ MISS,3.0,UNDER,63.5%,62.77,❌ MISS,UNDER,63.3%,62.6,❌ MISS,UNDER,67.9%,67.15,❌ MISS,UNDER,67.5%,66.78,❌ MISS,-0.55,-0.26,-0.71,-0.3,-0.34,1.4,1.2,0.0214,100.0%
89,Myles Turner,SB,2.5,UNDER,65.3%,A,BET,64.77,✅ HIT,1.0,UNDER,67.2%,66.72,✅ HIT,UNDER,67.0%,66.53,✅ HIT,UNDER,63.5%,62.99,✅ HIT,UNDER,63.4%,62.87,✅ HIT,-0.27,-1.12,-0.3,-0.9,0.68,1.4,1.6,0.0185,100.0%
90,Jalen Suggs,3PM,2.5,UNDER,68.3%,S,BET,64.65,❌ MISS,3.0,UNDER,69.6%,65.95,❌ MISS,UNDER,69.7%,65.98,❌ MISS,UNDER,67.0%,63.35,❌ MISS,UNDER,67.0%,63.34,❌ MISS,-0.34,-0.2,-3.45,-0.3,-0.2,0.8,0.8,0.0131,100.0%
91,Devin Booker,3PM,2.5,UNDER,64.8%,S,BET WITH CAUTION,64.63,❌ MISS,4.0,UNDER,64.0%,63.84,❌ MISS,UNDER,64.1%,63.94,❌ MISS,UNDER,65.5%,65.36,❌ MISS,UNDER,65.5%,65.38,❌ MISS,-0.45,0.48,-0.5,0.7,-1.36,1.0,0.8,0.0074,100.0%
92,Bam Adebayo,3PM,2.5,UNDER,65.0%,S,BET,64.46,✅ HIT,0.0,UNDER,60.6%,60.03,✅ HIT,UNDER,60.8%,60.17,✅ HIT,UNDER,69.4%,68.85,✅ HIT,UNDER,69.4%,68.79,✅ HIT,-0.28,-0.04,-0.71,-0.1,-0.66,1.2,1.2,0.0436,100.0%
93,Austin Reaves,STL,1.5,UNDER,67.1%,A,BET,64.44,✅ HIT,1.0,UNDER,64.3%,61.68,✅ HIT,UNDER,64.4%,61.77,✅ HIT,UNDER,69.8%,67.19,✅ HIT,UNDER,69.8%,67.13,✅ HIT,-0.31,0.07,-3.0,0.1,-0.52,1.0,0.8,0.0272,100.0%
94,Jalen Johnson,TOV,3.5,UNDER,63.3%,A,BET WITH CAUTION,64.12,✅ HIT,2.0,UNDER,59.9%,60.66,✅ HIT,UNDER,59.8%,60.62,✅ HIT,UNDER,67.0%,67.76,✅ HIT,UNDER,66.6%,67.42,✅ HIT,-0.08,-0.63,0.23,-1.1,0.96,1.4,1.6,0.0348,100.0%
95,Jalen Green,FTM,2.5,UNDER,63.2%,B,BET,64.12,❌ MISS,5.0,UNDER,63.3%,64.22,❌ MISS,UNDER,63.0%,64.0,❌ MISS,UNDER,63.3%,64.26,❌ MISS,UNDER,63.1%,64.01,❌ MISS,-0.35,0.52,-0.0,0.9,-1.52,1.4,0.8,0.0012,100.0%
96,Alex Sarr,AST,1.5,OVER,66.2%,C,STRONG BET,64.1,❌ MISS,0.0,OVER,67.4%,65.3,❌ MISS,OVER,65.4%,63.34,❌ MISS,OVER,67.0%,64.9,❌ MISS,OVER,65.0%,62.88,❌ MISS,-0.76,-0.44,-0.87,-0.7,-0.52,1.2,0.8,0.0102,100.0%
97,Tyler Herro,FTM,3.5,UNDER,62.4%,B,BET WITH CAUTION,64.04,NO GAME,,UNDER,63.1%,64.76,NO GAME,UNDER,62.9%,64.56,NO GAME,UNDER,61.8%,63.45,NO GAME,UNDER,61.7%,63.38,NO GAME,-0.1,0.05,0.74,0.1,-0.3,1.2,0.8,0.0063,100.0%
98,Kevin Porter Jr.,TOV,2.5,OVER,61.2%,A,BET WITH CAUTION,63.89,✅ HIT,3.0,OVER,62.9%,65.63,✅ HIT,OVER,62.2%,64.92,✅ HIT,OVER,60.1%,62.85,✅ HIT,OVER,59.4%,62.16,✅ HIT,-0.45,0.31,2.12,0.3,-0.74,1.2,1.2,0.0143,100.0%
99,Quentin Grimes,FTM,3.5,UNDER,64.8%,B,BET,63.88,✅ HIT,3.0,UNDER,64.7%,63.81,✅ HIT,UNDER,64.3%,63.44,✅ HIT,UNDER,65.3%,64.38,✅ HIT,UNDER,64.8%,63.9,✅ HIT,-0.23,0.19,-1.61,0.7,-1.56,1.6,1.2,0.0033,100.0%
100,Alex Sarr,RA,7.5,OVER,69.1%,C,BET,63.82,❌ MISS,4.0,OVER,71.3%,66.03,❌ MISS,OVER,69.4%,64.07,❌ MISS,OVER,69.0%,63.68,❌ MISS,OVER,66.8%,61.52,❌ MISS,-0.66,-0.48,-2.5,-2.1,-0.77,1.2,0.8,0.016,100.0%
101,Jaylen Wells,REB,3.5,UNDER,60.2%,B,DO NOT BET,63.77,✅ HIT,2.0,UNDER,61.0%,64.6,✅ HIT,UNDER,59.8%,63.32,✅ HIT,UNDER,60.6%,64.18,✅ HIT,UNDER,59.5%,63.0,✅ HIT,-0.13,-0.6,2.89,-0.9,0.7,1.6,1.6,0.0064,100.0%
102,Khris Middleton,AST,3.5,UNDER,63.2%,C,DO NOT BET,63.65,✅ HIT,1.0,UNDER,62.3%,62.76,✅ HIT,UNDER,61.7%,62.15,✅ HIT,UNDER,64.7%,65.19,✅ HIT,UNDER,64.0%,64.49,✅ HIT,-0.15,-0.15,-0.3,-0.3,-0.01,1.4,1.6,0.0124,100.0%
103,Luka Dončić,3PA,11.5,UNDER,63.1%,B,BET,63.52,❌ MISS,14.0,UNDER,60.0%,60.37,❌ MISS,UNDER,59.8%,60.17,❌ MISS,UNDER,66.6%,67.0,❌ MISS,UNDER,66.1%,66.53,❌ MISS,-0.46,0.39,0.11,0.9,-1.97,1.4,0.8,0.0325,100.0%
104,Trae Young,PRA,20.5,OVER,75.4%,D,STRONG BET,63.51,✅ HIT,24.0,OVER,76.3%,64.43,✅ HIT,OVER,75.9%,64.02,✅ HIT,OVER,74.6%,62.71,✅ HIT,OVER,74.8%,62.89,✅ HIT,-1.01,-1.0,-2.75,-8.3,-0.03,1.2,1.2,0.0073,100.0%
105,Austin Reaves,3PM,2.5,UNDER,59.3%,S,DO NOT BET,63.46,❌ MISS,4.0,UNDER,58.5%,62.67,❌ MISS,UNDER,58.7%,62.83,❌ MISS,UNDER,59.9%,64.1,❌ MISS,UNDER,60.1%,64.24,❌ MISS,-0.08,-0.26,3.0,-0.3,0.21,1.6,1.2,0.0071,100.0%
106,Nikola Jokić,FTM,6.5,UNDER,62.2%,B,BET WITH CAUTION,63.45,❌ MISS,11.0,UNDER,61.6%,62.89,❌ MISS,UNDER,61.6%,62.85,❌ MISS,UNDER,62.9%,64.14,❌ MISS,UNDER,62.7%,63.94,❌ MISS,0.02,0.3,-0.1,0.7,-0.66,1.0,0.8,0.0059,100.0%
107,CJ McCollum,PA,21.5,OVER,59.3%,D,DO NOT BET,63.39,❌ MISS,16.0,OVER,60.5%,64.61,❌ MISS,OVER,60.9%,65.02,❌ MISS,OVER,57.6%,61.7,❌ MISS,OVER,58.1%,62.21,❌ MISS,-0.21,-0.62,4.5,-2.3,1.52,1.2,1.6,0.0145,100.0%
108,Dyson Daniels,SB,2.5,UNDER,60.5%,A,BET WITH CAUTION,63.17,NO GAME,,UNDER,58.9%,61.6,NO GAME,UNDER,59.1%,61.73,NO GAME,UNDER,62.0%,64.69,NO GAME,UNDER,62.0%,64.64,NO GAME,-0.12,0.48,1.51,0.7,-0.88,1.0,0.8,0.015,100.0%
109,Luka Dončić,TOV,3.5,UNDER,60.0%,A,DO NOT BET,63.16,✅ HIT,1.0,UNDER,63.1%,66.23,✅ HIT,UNDER,62.9%,66.08,✅ HIT,UNDER,57.0%,60.15,✅ HIT,UNDER,57.0%,60.18,✅ HIT,0.33,0.68,0.22,1.1,-0.56,1.4,0.8,0.03,100.0%
110,Shai Gilgeous-Alexander,PRA,43.5,UNDER,61.6%,D,DO NOT BET,63.16,❌ MISS,50.0,UNDER,61.8%,63.32,❌ MISS,UNDER,61.3%,62.91,❌ MISS,UNDER,61.8%,63.36,❌ MISS,UNDER,61.5%,63.03,❌ MISS,-0.08,0.06,1.12,0.5,-1.22,1.2,1.2,0.0019,100.0%
111,Jalen Johnson,STL,1.5,UNDER,62.7%,A,BET WITH CAUTION,63.07,❌ MISS,2.0,UNDER,59.5%,59.89,❌ MISS,UNDER,59.7%,60.07,❌ MISS,UNDER,65.8%,66.16,❌ MISS,UNDER,65.8%,66.17,❌ MISS,-0.35,0.2,-0.1,0.1,-0.27,0.8,0.8,0.031,100.0%
112,Tyler Herro,REB,4.5,UNDER,61.5%,B,DO NOT BET,62.99,NO GAME,,UNDER,62.0%,63.46,NO GAME,UNDER,60.7%,62.16,NO GAME,UNDER,62.3%,63.79,NO GAME,UNDER,61.1%,62.55,NO GAME,0.02,0.12,-0.13,0.3,-0.25,1.4,1.2,0.0066,100.0%
113,Myles Turner,BLK,1.5,UNDER,62.6%,S,BET,62.96,✅ HIT,1.0,UNDER,63.5%,63.8,✅ HIT,UNDER,63.9%,64.2,✅ HIT,UNDER,61.4%,61.68,✅ HIT,UNDER,61.8%,62.16,✅ HIT,0.13,-0.79,-0.71,-0.5,0.58,1.6,1.6,0.0107,100.0%
114,Dyson Daniels,PRA,23.5,OVER,64.8%,D,DO NOT BET,62.83,NO GAME,,OVER,66.4%,64.38,NO GAME,OVER,66.1%,64.14,NO GAME,OVER,63.3%,61.27,NO GAME,OVER,63.5%,61.53,NO GAME,-0.41,-2.22,-0.17,-4.3,3.51,1.6,2.0,0.0144,100.0%
115,Shai Gilgeous-Alexander,FGA,20.5,UNDER,62.2%,D,DO NOT BET,62.77,✅ HIT,18.0,UNDER,63.5%,64.03,✅ HIT,UNDER,61.8%,62.37,✅ HIT,UNDER,62.4%,62.89,✅ HIT,UNDER,61.3%,61.78,✅ HIT,-0.16,-0.06,0.33,-0.3,-0.48,1.2,1.2,0.0083,100.0%
116,Stephon Castle,3PM,1.5,UNDER,62.4%,S,BET WITH CAUTION,62.73,❌ MISS,4.0,UNDER,61.8%,62.13,❌ MISS,UNDER,61.9%,62.25,❌ MISS,UNDER,62.9%,63.24,❌ MISS,UNDER,63.0%,63.31,❌ MISS,-0.31,-0.07,-0.27,-0.1,-0.33,1.4,1.2,0.0054,100.0%
117,Shai Gilgeous-Alexander,PR,35.5,UNDER,59.5%,D,DO NOT BET,62.72,❌ MISS,41.0,UNDER,60.1%,63.35,❌ MISS,UNDER,59.8%,63.05,❌ MISS,UNDER,59.1%,62.3,❌ MISS,UNDER,58.9%,62.17,❌ MISS,0.13,0.02,1.2,0.1,0.59,1.2,1.2,0.005,100.0%
118,Jayson Tatum,3PA,7.5,OVER,66.4%,B,STRONG BET,62.7,NO GAME,,OVER,69.2%,65.51,NO GAME,OVER,67.2%,63.52,NO GAME,OVER,65.4%,61.69,NO GAME,OVER,63.8%,60.1,NO GAME,-1.08,-1.08,-0.29,-2.83,0.0,1.6,2.0,0.0202,100.0%
119,Quentin Grimes,PR,21.5,UNDER,68.4%,D,STRONG BET,62.67,✅ HIT,17.0,UNDER,69.5%,63.78,✅ HIT,UNDER,69.0%,63.21,✅ HIT,UNDER,67.7%,61.91,✅ HIT,UNDER,67.6%,61.79,✅ HIT,-0.52,-0.05,-1.5,-0.5,-4.39,1.2,0.8,0.0085,100.0%
120,Jamal Murray,FTM,4.5,UNDER,62.2%,B,BET WITH CAUTION,62.66,❌ MISS,15.0,UNDER,64.5%,64.94,❌ MISS,UNDER,64.1%,64.59,❌ MISS,UNDER,60.0%,60.48,❌ MISS,UNDER,60.2%,60.62,❌ MISS,0.01,0.26,-0.66,0.9,-0.86,0.8,0.8,0.0211,100.0%
121,Derrick White,3PA,7.5,OVER,66.1%,B,STRONG BET,62.59,NO GAME,,OVER,67.0%,63.48,NO GAME,OVER,65.1%,61.61,NO GAME,OVER,67.0%,63.46,NO GAME,OVER,65.3%,61.8,NO GAME,-0.39,-0.28,-3.0,-0.9,-0.35,1.4,1.2,0.0088,100.0%
122,Ivica Zubac,PTS,9.5,OVER,69.9%,D,STRONG BET,62.4,❌ MISS,8.0,OVER,71.4%,63.88,❌ MISS,OVER,70.3%,62.84,❌ MISS,OVER,69.5%,62.03,❌ MISS,OVER,68.3%,60.87,❌ MISS,-2.15,-0.66,-1.18,-1.5,-3.4,1.4,1.2,0.011,100.0%
123,Shai Gilgeous-Alexander,3PA,4.5,UNDER,59.0%,B,DO NOT BET,62.31,❌ MISS,5.0,UNDER,57.6%,60.93,❌ MISS,UNDER,57.6%,60.93,❌ MISS,UNDER,60.4%,63.72,❌ MISS,UNDER,60.3%,63.66,❌ MISS,-0.0,-0.25,2.0,-0.5,0.5,1.6,1.2,0.0138,100.0%
124,Paolo Banchero,3PA,4.5,UNDER,62.2%,B,BET WITH CAUTION,62.15,✅ HIT,2.0,UNDER,63.4%,63.38,✅ HIT,UNDER,62.9%,62.91,✅ HIT,UNDER,61.3%,61.22,✅ HIT,UNDER,61.1%,61.1,✅ HIT,-0.41,0.32,-0.32,0.5,-1.13,1.0,0.4,0.0101,100.0%
125,Devin Booker,PA,33.5,UNDER,64.2%,D,DO NOT BET,62.0,❌ MISS,48.0,UNDER,62.0%,59.8,❌ MISS,UNDER,61.7%,59.51,❌ MISS,UNDER,66.7%,64.53,❌ MISS,UNDER,66.3%,64.16,❌ MISS,-0.42,-0.19,-0.3,-1.1,-1.38,1.2,0.8,0.0235,100.0%
126,Nikola Jokić,SB,2.5,UNDER,61.1%,A,BET WITH CAUTION,61.98,❌ MISS,5.0,UNDER,63.6%,64.48,❌ MISS,UNDER,63.5%,64.43,❌ MISS,UNDER,58.6%,59.46,❌ MISS,UNDER,58.7%,59.55,❌ MISS,-0.18,0.06,0.13,0.1,-0.42,1.2,1.6,0.0247,100.0%
127,Tyler Herro,PA,27.5,UNDER,62.0%,D,DO NOT BET,61.97,NO GAME,,UNDER,61.0%,60.97,NO GAME,UNDER,60.7%,60.68,NO GAME,UNDER,63.3%,63.32,NO GAME,UNDER,62.9%,62.91,NO GAME,-0.24,0.21,0.6,1.5,-3.25,1.2,0.8,0.0116,100.0%
128,De'Aaron Fox,REB,3.5,UNDER,60.2%,B,DO NOT BET,61.96,✅ HIT,3.0,UNDER,60.4%,62.2,✅ HIT,UNDER,59.2%,60.94,✅ HIT,UNDER,61.2%,62.95,✅ HIT,UNDER,60.0%,61.75,✅ HIT,0.16,-0.07,0.07,-0.1,0.31,1.4,1.2,0.0072,100.0%
129,Desmond Bane,FTM,3.5,OVER,62.4%,B,BET WITH CAUTION,61.93,✅ HIT,6.0,OVER,64.6%,64.16,✅ HIT,OVER,61.9%,61.43,✅ HIT,OVER,62.9%,62.46,✅ HIT,OVER,60.1%,59.68,✅ HIT,-0.11,-1.34,-0.11,-3.5,3.22,1.4,1.6,0.0163,100.0%
130,Victor Wembanyama,3PM,2.5,UNDER,60.5%,S,BET WITH CAUTION,61.87,NO GAME,,UNDER,60.8%,62.12,NO GAME,UNDER,60.9%,62.26,NO GAME,UNDER,60.1%,61.49,NO GAME,UNDER,60.2%,61.62,NO GAME,-0.24,0.54,0.25,1.3,-1.88,1.4,0.8,0.0033,100.0%
131,Bam Adebayo,FTM,4.5,UNDER,61.3%,B,BET WITH CAUTION,61.82,❌ MISS,9.0,UNDER,60.2%,60.73,❌ MISS,UNDER,60.3%,60.84,❌ MISS,UNDER,62.4%,62.92,❌ MISS,UNDER,62.3%,62.77,❌ MISS,-0.02,0.47,-0.92,6.1,-6.32,1.2,0.8,0.0103,100.0%
132,Derrick White,PTS,15.5,OVER,63.2%,D,DO NOT BET,61.78,NO GAME,,OVER,61.3%,59.81,NO GAME,OVER,60.5%,59.02,NO GAME,OVER,66.1%,64.68,NO GAME,OVER,65.1%,63.6,NO GAME,-0.2,-0.61,-0.09,-5.9,3.94,1.4,1.6,0.0241,100.0%
133,Devin Booker,PRA,37.5,UNDER,63.8%,D,DO NOT BET,61.75,❌ MISS,55.0,UNDER,62.7%,60.59,❌ MISS,UNDER,62.2%,60.16,❌ MISS,UNDER,65.4%,63.29,❌ MISS,UNDER,65.0%,62.96,❌ MISS,-0.46,-0.13,-0.17,-0.7,-1.82,1.2,0.8,0.0139,100.0%
134,Paolo Banchero,PTS,24.5,OVER,58.8%,D,DO NOT BET,61.71,❌ MISS,18.0,OVER,53.9%,56.87,❌ MISS,OVER,53.4%,56.32,❌ MISS,OVER,64.4%,67.34,❌ MISS,OVER,63.3%,66.3,❌ MISS,0.31,-0.37,-0.4,-2.7,4.92,1.2,1.6,0.0513,100.0%
135,VJ Edgecombe,PR,24.5,UNDER,65.4%,D,STRONG BET,61.63,✅ HIT,15.0,UNDER,67.4%,63.63,✅ HIT,UNDER,66.9%,63.12,✅ HIT,UNDER,63.7%,59.94,✅ HIT,UNDER,63.5%,59.81,✅ HIT,-0.49,-0.04,-0.44,-0.3,-3.27,0.8,0.4,0.0176,100.0%
136,Josh Giddey,3PA,6.5,UNDER,62.3%,B,BET WITH CAUTION,61.63,❌ MISS,9.0,UNDER,61.9%,61.22,❌ MISS,UNDER,61.5%,60.87,❌ MISS,UNDER,63.0%,62.33,❌ MISS,UNDER,62.7%,62.09,❌ MISS,-0.64,0.37,-0.04,0.9,-2.45,1.2,0.8,0.006,100.0%
137,Josh Giddey,FTM,3.5,UNDER,60.8%,B,BET WITH CAUTION,61.53,✅ HIT,1.0,UNDER,64.9%,65.62,✅ HIT,UNDER,64.5%,65.22,✅ HIT,UNDER,56.7%,57.36,✅ HIT,UNDER,57.2%,57.91,✅ HIT,0.1,-2.62,1.33,-2.1,2.18,1.8,2.0,0.0389,100.0%
138,Jayson Tatum,PA,22.5,OVER,62.6%,D,DO NOT BET,61.5,NO GAME,,OVER,61.8%,60.69,NO GAME,OVER,62.2%,61.09,NO GAME,OVER,63.0%,61.86,NO GAME,OVER,63.5%,62.37,NO GAME,-0.44,-0.44,-0.82,-0.83,0.0,1.4,1.2,0.0065,100.0%
139,Jalen Duren,AST,1.5,OVER,61.7%,C,DO NOT BET,61.46,✅ HIT,2.0,OVER,63.0%,62.74,✅ HIT,OVER,61.3%,61.09,✅ HIT,OVER,62.1%,61.84,✅ HIT,OVER,60.4%,60.17,✅ HIT,-0.49,-0.2,-0.5,-0.1,-0.14,1.2,1.2,0.0095,100.0%
140,De'Aaron Fox,PTS,17.5,OVER,62.8%,D,DO NOT BET,61.45,✅ HIT,27.0,OVER,65.5%,64.07,✅ HIT,OVER,64.6%,63.17,✅ HIT,OVER,61.1%,59.75,✅ HIT,OVER,60.2%,58.81,✅ HIT,-0.24,-0.54,-0.34,-3.3,1.84,1.2,1.6,0.0222,100.0%
141,Derrick White,SB,2.5,UNDER,59.0%,A,DO NOT BET,61.37,NO GAME,,UNDER,60.6%,62.99,NO GAME,UNDER,60.7%,63.06,NO GAME,UNDER,57.3%,59.64,NO GAME,UNDER,57.4%,59.79,NO GAME,0.08,-0.81,2.0,-1.1,1.2,1.0,1.6,0.0166,100.0%
142,Shai Gilgeous-Alexander,3PM,1.5,UNDER,58.3%,S,DO NOT BET,61.24,❌ MISS,2.0,UNDER,57.4%,60.3,❌ MISS,UNDER,57.5%,60.48,❌ MISS,UNDER,59.1%,62.01,❌ MISS,UNDER,59.2%,62.17,❌ MISS,0.23,-0.31,1.0,-0.3,0.52,1.8,1.6,0.0086,100.0%
143,Nikola Jokić,TOV,3.5,UNDER,59.8%,A,DO NOT BET,61.24,✅ HIT,3.0,UNDER,57.2%,58.57,✅ HIT,UNDER,57.2%,58.63,✅ HIT,UNDER,62.6%,63.98,✅ HIT,UNDER,62.4%,63.8,✅ HIT,0.12,0.47,-0.66,1.1,-0.82,1.2,1.2,0.0265,100.0%
144,Luka Dončić,FGA,23.5,UNDER,63.4%,D,DO NOT BET,61.11,❌ MISS,31.0,UNDER,64.5%,62.22,❌ MISS,UNDER,62.6%,60.4,❌ MISS,UNDER,63.8%,61.56,❌ MISS,UNDER,62.5%,60.26,❌ MISS,-1.33,0.46,-0.91,0.5,-1.96,1.0,0.4,0.0082,100.0%
145,Victor Wembanyama,AST,2.5,OVER,61.3%,C,DO NOT BET,61.1,NO GAME,,OVER,62.1%,61.9,NO GAME,OVER,60.5%,60.32,NO GAME,OVER,62.1%,61.92,NO GAME,OVER,60.4%,60.25,NO GAME,-0.3,0.08,-1.0,0.1,-0.46,1.4,1.2,0.0081,100.0%
146,Derrick White,PA,21.5,OVER,62.0%,D,DO NOT BET,61.07,NO GAME,,OVER,60.2%,59.29,NO GAME,OVER,60.7%,59.69,NO GAME,OVER,63.4%,62.4,NO GAME,OVER,63.9%,62.9,NO GAME,-0.17,-0.56,0.04,-5.5,3.83,1.4,1.6,0.016,100.0%
147,Jaylen Brown,FGA,20.5,UNDER,60.0%,D,DO NOT BET,61.04,❌ MISS,25.0,UNDER,60.7%,61.76,❌ MISS,UNDER,59.5%,60.55,❌ MISS,UNDER,60.3%,61.33,❌ MISS,UNDER,59.5%,60.5,❌ MISS,0.32,-1.26,-0.87,-4.9,6.16,1.6,2.0,0.0053,100.0%
148,Austin Reaves,3PA,6.5,UNDER,59.0%,B,DO NOT BET,60.98,❌ MISS,7.0,UNDER,58.6%,60.59,❌ MISS,UNDER,58.5%,60.51,❌ MISS,UNDER,59.4%,61.42,❌ MISS,UNDER,59.4%,61.42,❌ MISS,-0.02,-0.26,0.75,-0.7,0.64,1.6,1.2,0.0043,100.0%
149,Luka Dončić,STL,1.5,UNDER,59.4%,A,DO NOT BET,60.93,❌ MISS,3.0,UNDER,58.8%,60.29,❌ MISS,UNDER,59.0%,60.49,❌ MISS,UNDER,59.9%,61.41,❌ MISS,UNDER,60.0%,61.54,❌ MISS,-0.01,0.53,-0.0,0.7,-0.71,1.0,0.4,0.0055,100.0%
150,Tyler Herro,PR,28.5,UNDER,61.6%,D,DO NOT BET,60.9,NO GAME,,UNDER,62.0%,61.35,NO GAME,UNDER,61.7%,60.98,NO GAME,UNDER,61.4%,60.7,NO GAME,UNDER,61.3%,60.57,NO GAME,-0.26,0.12,0.15,0.9,-2.8,1.2,0.8,0.003,100.0%
151,Shai Gilgeous-Alexander,PA,37.5,UNDER,57.3%,D,DO NOT BET,60.89,❌ MISS,44.0,UNDER,59.2%,62.78,❌ MISS,UNDER,58.9%,62.47,❌ MISS,UNDER,55.8%,59.41,❌ MISS,UNDER,55.3%,58.95,❌ MISS,0.11,0.24,1.25,1.7,-0.9,1.2,1.2,0.0173,100.0%
152,Austin Reaves,FTM,5.5,UNDER,58.0%,B,DO NOT BET,60.87,✅ HIT,0.0,UNDER,61.9%,64.76,✅ HIT,UNDER,61.8%,64.69,✅ HIT,UNDER,53.7%,56.56,✅ HIT,UNDER,54.6%,57.47,✅ HIT,0.75,-0.07,-0.0,-0.1,1.11,1.2,0.8,0.0387,100.0%
